content,hotel,stars,title
"Acabamos de disfrutar de un fin de semana en Familia en la bonita ciudad de Granada y la elección de la Posada de Quijada ha sido el mayor acierto del viaje. La decoración cuidada al detalle y el trato personalizado de la posadera mayor Ainhoa nos ha hecho sentir mejor que en casa. Cada habitación tiene un encanto tan especial que no sabría cual elegir. El desayuno,buenísimo y completo, nos ha cargado de energía para disfrutar de la ciudad a pie ya que está ubicado en el Bajo Albayzín y a tiro de piedra de todos los lugares imprescindibles. No sólo nos ayudaron a encontrar entradas para la Alhambra, sino que nos reservaron un espectáculo Flamenco y nos sugirieron donde disfrutar de la gastronomía y de lugares pintorescos. Sólo un pero, que no nos queríamos marchar. Ainhoa, Leyre y Julia muchas gracias de parte de los ""8 Moruscos"" por habernos mimado tanto y haber hecho tan buenas recomendaciones. Hacedles caso en todo lo que os aconsejen, siempre aciertan al 100%.",Posada de Quijada,"3,5 de 5 burbujas","Lugar  con encanto y tranquilo , trato amable y cercano."
"Hemos disfrutado de un fin de semana en Granada fantástico,  y sin duda el acierto 100% recomendable de la elección de la Posada de Quijada. En pleno corazón del barrio del Albayzin . Nuestra Habitación justa de tamaño , pero acogedora , cama amplia y confortable.El hotel cuenta con un patio interior tranquilo . Muy limpio y con un desayuno impecable.  Nos han recomendado infinidad de sitios , para visitar , para tomar unas cervecitas , donde tomar el té , para cenar , para perderte .......un sin fín de opciones.  Ya nos dijo Leyre   que no hacía falta visitarlos todos.....jejejeje... y que al final tampoco había examen. También Julia nos recomendó un buen lugar para disfrutar de la comida libanesa....... En fín, un gran equipo , con Ainoha a la cabeza !!!! Enhorabuena chicas , seguid así . Sin duda es el lugar que vamos a recomendar a todo aquel que quiera visitar Granada.",Posada de Quijada,"3,5 de 5 burbujas",Tranquilo y acogedor. Muy recomendable.
"Excelente ubicación. Habitación espectacular, calor de hogar. No perderse el desayuno salado y dulce, en la terraza con buen tiempo será increíble. A destacar la atención de Ainhoa y Julia, siempre dispuestas a facilitar la estancia. Sin duda repetiremos cuando podamos.",Posada de Quijada,"3,5 de 5 burbujas",Simplemente encantador
"Estimada Anadelapuente,",Marquis Hotels Issabel´s,4 de 5 burbujas,Hotel moderno centrico
"Estimado unodemuchos,",Marquis Hotels Issabel´s,4 de 5 burbujas,Recomendable 100%
"Estancia muy satisfactoria en este establecimiento que me obliga a repetir en futuras visitas a Granada. El hotel es moderno y originalmente decorado.Situado en el centro del centro cerca de todos los sitios que hay que visitar,las habitaciones limpias,acogedoras y con un colchón y ropa de cama que yo queréis para mi propia casa.A destacar también el spa,muy relajante. Y Lo más sobresaliente el personal del hotel,siempre con una sonrisa y un trato amable y predispuesto,creo recordar que Lorena se llamaba una de las recepcionistas.Enhorabuena por la calidad del servicio que dais.",Marquis Hotels Issabel´s,4 de 5 burbujas,Indudablemente volveré 
"Estimada huésped,",Room Mate Leo,4 de 5 burbujas,Para repetir 
Estimado Cliente ,Room Mate Leo,4 de 5 burbujas,VACACIONES EN GRANADA
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Muy bien ubicado
"Estimada Beatriz,",Room Mate Leo,4 de 5 burbujas,Buena ubicación
"Estuve tres dias con unos amigos en la Posada de Quijada, un lugar maravilloso para descansar, degustar la excelente cocina de la posadera e impregnarse de la magia del Albaycin. Recomendar a todos vuestros amigos.",Posada de Quijada,"3,5 de 5 burbujas",Una estancia maravillosa
"Hemos estado este fin de semana con motivo de mi cumpleaños, y mi pareja no podía haber acertado mas con el sitio donde lo hemos celebrado.",Posada de Quijada,"3,5 de 5 burbujas",Gran hotel! Gran Servicio!
"Excelente hotel en el centro de Granada,para moverse andando a todas partes.",Marquis Hotels Issabel´s,4 de 5 burbujas,Espectacular!
"Se encuentra en un enclave maravilloso, donde puedes disfrutar de la tranquilidad del alojamiento, a cinco minutos del bullicio de una ciudad magica.",Posada de Quijada,"3,5 de 5 burbujas",Hogar en Granada
Ubicación inmejorable en pleno centro de la ciudad. Gran trato del personal y atentos en todo momento. Hotel muy moderno con un gran diseño. Instalaciones en perfectas condiciones. Lo recomiendo cien por cien.,Marquis Hotels Issabel´s,4 de 5 burbujas,Insuperable 
"Hemos pasado un finde inolvidable,habitaciones amplias,limpias,tranquilas",Hotel Los Angeles &Spa,4 de 5 burbujas,Contento con la estancia.
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Ubicación perfecta
"Hotel bien situado con habitación amplia y muy limpia, con una cama impresionante y muy cómoda,  muy buenas vistas de la ciudad. El personal del hotel muy atento y servicial. Las instalaciones del spá muy buenas. Nos dimos un masaje relajante muy recomendable. Volveremos en una nueva visita a la ciudad.",Hotel Los Angeles &Spa,4 de 5 burbujas,HOTEL CON ENCANTO
"Buenas tardes,",Hotel Los Angeles &Spa,4 de 5 burbujas,Spa hotel los angeles granada
Pues la verdad es que bastante contento con mi estancia.,Hotel Los Angeles &Spa,4 de 5 burbujas,Un hotel bonito pero muy descuidado
"Excelente lugar!!! fuimos con nuestros hijos adolescentes y quedamos todos encantados con el lugar!!! ""Un lugar muy moderno en medio de la historia"". Desayunos de 1era calidad, con selección de alimentos saludables y muy variados. La atención de todo el personal 10 puntos!!!!",Marquis Hotels Issabel´s,4 de 5 burbujas,Interesante e innovador
Bueno  tengo que hacer este opinión,Hotel Los Angeles &Spa,4 de 5 burbujas,Granada con tranquilidad
"Estimado Cliente,",Room Mate Leo,4 de 5 burbujas,Perfecto
"Recién llegados a casa tardaremos en olvidar esta preciosa posada! La ubicación es perfecta y tanto las habitaciones como el resto de espacios y la terracita están muy bien cuidadas, limpias y con una decoración con muy buen gusto. Destacar el desayuno hecho con mucho cariño y así nos ha sabido todos los días! Han tenido el detalle de ponernos una bolsita con bien de comida para el viaje puesto que nos hemos ido sin desayunar. Pero lo mejor de todo, sin ninguna duda, el trato y la amabilidad de las tres chicas que están al frente. Un saludo a ellas en especial a Leire!!",Posada de Quijada,"3,5 de 5 burbujas",Inmejorable en todos los sentidos.
"Estuvimos 2 noches el puente de Noviembre, y todo fue perfecto. La ubicación en el Albaicín es estupenda, muy cerca del centro para dejar el coche y olvidarte de él, y en un callejón que te garantiza una tranquilidad y silencio impensables para el bullicio que habia en las calles. La habitación espaciosa y muy limpia, y la atención de Ainhoa impecable. Para volver",Posada de Quijada,"3,5 de 5 burbujas",¡Maravillosa!
Este hotelito con encanto está situado en el corazón del albaycín y aunque haya muchas callejuelas intrincadas podréis dejar el coche en el parking privado del hotel justo en la calle de al lado.,Posada de Quijada,"3,5 de 5 burbujas",POSADA CON ENCANTO Y POSADERA ENCANTADORA
Estuvimos 4 noches con mi mujer y mi hijo de 13 meses; en 5 dias y 4 noches creo que puedo dar una opinión muy veraz del hotel. ,Marquis Hotels Issabel´s,4 de 5 burbujas,Hotel excelente!!!!!!!
"Estuvimos el fin de semana mi pareja y yo , y todo lo que tengo que decir es que los comentarios anteriores son totalmente acertados.Lo primero, hay que decir que se encuentra en la parte baja del Albaicín y que las características principales del barrio son las cuestas y calles empedradas...como en un pueblecito.Así que es fundamental saber que lo que vas a encontrar en un alojamiento de este tipo:tranquilidad, trato cercano...La habitación en la que nos alojamos fue la Lila, con terraza compartida y vistas a la Alhambra.Todo muy limpio y decorado con mimo.Los desayunos muy buenos.Además Ainhoa hace los bizcochos caseros.También te orienta sobre lo que hacer y dónde ir en la ciudad.Nos gustó muchísimo el lugar y por supuesto lo recomendaremos.Muchas Gracias a Ainhoa por hacernos sentir como en casa y espero que  continúe poniendo esa pasión a las cosas.",Posada de Quijada,"3,5 de 5 burbujas",Encantador
"Fuimos a tomar un café y por la buenísima atención recibida y el impecable servicio, decidimos tomar otra y otra y así pasamos las horas riendo y ensimismados por la belleza de la plaza, la fuente y el establecimiento que acompaña. Sin duda un lugar para volver. ",Marquis Hotels Issabel´s,4 de 5 burbujas,INMEJORABLE
"Bien ubicado cerca de la Alhambra y del centro para ir andando a todos los sitios. Decoración preciosa, trato excelente, habitaciones espaciosas. El desayuno también muy variado. Y el Spa, mejor imposible. Totalmente recomendable.",Hotel Los Angeles &Spa,4 de 5 burbujas,Excelente
"Empezamos mal en la llegada, una persona estuvo borde y mal educada. La habitación sucia, tuve que pedir que la limpiaran, el suelo lleno de polvo y pelusas. El desayuno impresentable. No te ponían en las mesas absolutamente nada, lo tenías que coger todo, taza, platos, cubiertos, servilletas, etc, suponía tener que levantarte muchas veces. El hotel es de los más feos que he visto en mi vida. La habitación no estaba mal, pero hacía mucho calor, no funcionaba bien el A/C.",Hotel Los Angeles &Spa,4 de 5 burbujas,No vuelvo ni aunque me paguen
"La peor estancia de mi vida, un hotel antiguo, los empleados incompetentes y misteriosos.",Hotel Los Angeles &Spa,4 de 5 burbujas,Excede Expectativas
"Estimado Jesús,",Room Mate Leo,4 de 5 burbujas,Centrico y practico.
"Tuve la enorme fortuna de hospedarme (gracias a un sorteo que gané) el pasado 4 de febrero de 2017, día de mi cumpleaños, en este hotel. Por atención, limpieza, comida, vistas... me quedé gratamente sorprendido. Si la imagen que se lleva el foráneo de Granada es que nuestros hoteles son como el de Los Ángeles, me quedo muy tranquilo. Enhorabuena a todos los empleados, que hicieron de mi estancia, un lujo.",Hotel Los Angeles &Spa,4 de 5 burbujas,No es un hotel de 4 estrellas para nada.
"Sorprende encontrar en Granada un hotel que toca posiblemente muchos de los aspectos de vanguardia en la hotelería de hoy en día. Este hotel presenta un hall en la que se distribuye una zona para zumos y healthy food, el Wild Food, una oferta de restauración con influencias japonesas y cocina de aquí, La Reina, y una zona con música en directo y/o DJ. Me encantó su propuesta para el desayuno, alejado del típico Buffet, presenta en 4 pasos todas las opciones para desayunar desde en plan súper saludable, con sus zumos naturales y su avena, hasta las opciones calientes y más habituales que se preparan al momento. En su planta -2 encontré un estimulante espacio SPA, llamado Kintsugi. De sus habitaciones, destaco su espacio y su singular diseño con una franja horizontal que cruza la habitación, así como su ducha, un auténtico baño aéreo. Fantástico hotel, y seguramente lo más importante, un fantástico equipo entregado y siempre amable. 100% recomendable. Volveré.",Marquis Hotels Issabel´s,4 de 5 burbujas,"el Ambientador , es demasiado pesado mareante"
"Pasamos el fin de semana en La Posada y ya desde el primer momento fue todo divertido, diferente...como estar en casa de tu mejor amigo, del más divertido que tengas.",Posada de Quijada,"3,5 de 5 burbujas",Desconexión en el Albaicín
"Fuimos a cenar (cómo hotel no lo conozco, pero seguro merece la pena). está ubicado en una placita preciosa (Isabel la católica). Al entrar al hotel hay una ridícula recepción, con una chica y una Tablet, lo que demuestra que no se necesita tanta parafernalia para atender perfectamente al cliente. La única pega que le pondría es, que había un Dj y no se podía esta tránquilos hablando, y te tenían que cantar en grito los platos. Nos pusieron un aperitivo espectacular (me encanta que en los Restaurantes hagan eso), y cada plato que pedíamos era superado por el siguiente. Lo más normal, los postres (y aún así, tremendos). Nos invitaron a una copita de cava de fresa muy muy bueno. Estuvimos dentro, pero creo que se puede cenar fuera (que e slo que recomiendo: estar viendo la plaza).",Marquis Hotels Issabel´s,4 de 5 burbujas,Un hotel con mucha personalidad e innovación
"Estuve con tres amigas, nos alojamos en la habitación rosa y la naranja, ambas tienen la terraza con vistas a la alhambra y ambas se comunican a través de esta, luego era perfecta!. ",Posada de Quijada,"3,5 de 5 burbujas","Un lugar para descansar, reír y disfrutar!"
"Hemos estado alojados 2 noches y nos ha encantado la atención y amabilidad de Ainhoa. Lugar de desconexión, ideal para conocer con todo detalle el corazón del Albaicín gracias a las indicaciones de la posadera. Desayunos preparados con mucho cariño!!! Esperamos volver pronto!!!!",Posada de Quijada,"3,5 de 5 burbujas",Perfecto
